timestamp,rainfall_mm,soil_moisture_pct,ground_tilt_deg,displacement_mm,vibration_g,crack_growth_mm,risk_score,status
2026-03-17 06:00:00,100.27,46.82,5.014,14.22,0.557,1.97,59.26,WARNING
2026-03-17 12:00:00,118.98,58.81,3.469,14.5,0.733,2.46,63.43,WARNING
2026-03-17 18:00:00,121.98,51.67,3.944,13.89,0.537,2.92,63.07,WARNING
2026-03-18 00:00:00,120.73,60.16,3.599,13.67,0.65,2.87,64.06,WARNING
2026-03-18 06:00:00,90.21,37.74,3.773,7.48,0.745,2.4,50.3,WARNING
2026-03-18 12:00:00,89.52,60.14,4.835,12.78,0.859,3.2,65.69,WARNING
2026-03-18 18:00:00,102.56,63.35,4.541,11.9,0.428,1.48,55.4,WARNING
2026-03-19 00:00:00,70.55,53.43,4.952,11.11,0.685,3.33,59.66,WARNING
2026-03-19 06:00:00,91.43,34.35,4.335,10.14,0.648,2.63,53.9,WARNING
2026-03-19 12:00:00,99.46,51.05,4.554,18.87,0.959,2.8,70.42,CRITICAL
2026-03-19 18:00:00,102.28,72.76,4.164,14.53,0.333,2.07,59.73,WARNING
2026-03-20 00:00:00,72.03,43.32,3.081,14.32,0.694,1.37,49.6,WARNING
2026-03-20 06:00:00,72.72,61.23,4.331,14.02,0.323,2.27,54.88,WARNING
2026-03-20 12:00:00,115.41,54.18,2.937,13.68,0.689,2.15,58.55,WARNING
2026-03-20 18:00:00,101.41,71.18,2.535,13.47,0.595,2.41,58.16,WARNING
2026-03-21 00:00:00,68.1,56.51,3.297,13.06,0.806,2.72,56.54,WARNING
2026-03-21 06:00:00,93.6,57.68,3.407,11.99,0.531,2.25,54.6,WARNING
2026-03-21 12:00:00,112.97,75.67,5.826,16.75,0.777,2.47,73.82,CRITICAL
2026-03-21 18:00:00,107.48,63.4,4.611,9.55,0.516,2.12,57.13,WARNING
2026-03-22 00:00:00,80.22,59.67,6.337,14.66,0.552,1.55,60.81,WARNING
2026-03-22 06:00:00,76.2,67.24,6.139,11.68,0.763,1.56,60.13,WARNING
2026-03-22 12:00:00,82.0,44.76,5.342,18.2,0.744,1.95,63.28,WARNING
2026-03-22 18:00:00,80.37,67.41,3.116,12.98,0.642,2.61,57.14,WARNING
2026-03-23 00:00:00,135.64,73.86,4.153,17.01,0.436,2.73,70.0,CRITICAL
2026-03-23 06:00:00,101.99,49.08,3.783,15.47,0.563,2.11,58.59,WARNING
2026-03-23 12:00:00,101.63,61.8,5.459,18.8,0.988,2.13,72.3,CRITICAL
2026-03-23 18:00:00,73.32,49.94,4.532,12.39,0.503,2.42,54.47,WARNING
2026-03-24 00:00:00,84.09,67.73,3.846,12.86,0.494,2.84,58.71,WARNING
2026-03-24 06:00:00,120.91,71.93,5.137,17.27,0.931,3.26,77.54,CRITICAL
2026-03-24 12:00:00,51.98,53.69,2.338,0.27,0.475,0.93,28.9,SAFE
2026-03-24 18:00:00,27.89,32.8,2.393,4.6,0.437,0.55,25.41,SAFE
2026-03-25 00:00:00,9.13,37.06,0.351,1.71,0.0,0.19,9.99,SAFE
2026-03-25 06:00:00,40.62,53.19,1.373,4.53,0.531,0.64,28.72,SAFE
2026-03-25 12:00:00,3.78,23.06,1.391,0.0,0.048,0.25,8.82,SAFE
2026-03-25 18:00:00,8.85,30.31,1.0,0.0,0.285,0.3,12.13,SAFE
2026-03-26 00:00:00,17.57,46.76,0.334,2.27,0.302,0.07,15.6,SAFE
2026-03-26 06:00:00,4.15,38.22,1.165,1.16,0.039,0.18,11.38,SAFE
2026-03-26 12:00:00,12.4,41.85,1.428,0.88,0.234,0.36,15.97,SAFE
2026-03-26 18:00:00,31.57,58.12,1.43,2.71,0.2,0.53,22.93,SAFE
2026-03-27 00:00:00,10.51,41.64,1.143,5.68,0.238,0.28,19.53,SAFE
2026-03-27 06:00:00,32.57,50.03,1.205,3.88,0.243,0.68,23.44,SAFE
2026-03-27 12:00:00,73.81,77.59,3.163,6.26,0.441,0.89,42.79,WARNING
2026-03-27 18:00:00,24.48,41.34,0.61,3.49,0.208,0.2,17.11,SAFE
2026-03-28 00:00:00,32.2,39.72,0.968,4.83,0.194,0.52,21.14,SAFE
2026-03-28 06:00:00,41.52,51.28,1.555,2.79,0.365,0.84,26.34,SAFE
2026-03-28 12:00:00,13.33,42.34,1.655,0.0,0.246,0.66,17.11,SAFE
2026-03-28 18:00:00,31.69,41.45,0.322,2.3,0.301,0.72,19.0,SAFE
2026-03-29 00:00:00,13.07,31.96,0.118,2.87,0.096,0.09,10.91,SAFE
2026-03-29 06:00:00,23.29,58.62,0.0,0.71,0.071,0.44,14.77,SAFE
2026-03-29 12:00:00,34.93,48.47,1.452,2.48,0.152,0.67,21.76,SAFE
2026-03-29 18:00:00,9.5,32.91,0.188,0.44,0.094,0.35,9.27,SAFE
2026-03-30 00:00:00,1.52,41.9,0.558,3.33,0.247,0.32,14.86,SAFE
2026-03-30 06:00:00,8.75,37.04,1.42,2.56,0.285,0.14,16.13,SAFE
2026-03-30 12:00:00,38.38,45.51,1.042,3.9,0.208,0.67,22.73,SAFE
2026-03-30 18:00:00,7.83,41.44,1.103,2.32,0.337,0.37,17.04,SAFE
2026-03-31 00:00:00,36.98,37.79,1.256,2.79,0.388,0.79,23.08,SAFE
2026-03-31 06:00:00,8.78,40.28,1.429,1.74,0.197,0.16,15.02,SAFE
2026-03-31 12:00:00,15.8,53.45,1.417,0.01,0.083,0.33,15.6,SAFE
2026-03-31 18:00:00,18.48,44.18,0.648,0.0,0.376,0.0,14.32,SAFE
2026-04-01 00:00:00,7.8,34.86,0.822,1.61,0.158,0.18,12.14,SAFE
2026-04-01 06:00:00,15.93,36.55,1.817,2.28,0.197,0.3,17.38,SAFE
2026-04-01 12:00:00,4.42,33.54,1.155,3.03,0.118,0.07,12.95,SAFE
2026-04-01 18:00:00,14.27,37.79,0.079,4.07,0.072,0.4,13.94,SAFE
2026-04-02 00:00:00,17.38,37.92,1.572,4.22,0.009,0.4,17.59,SAFE
2026-04-02 06:00:00,1.63,41.94,0.07,0.0,0.229,0.0,8.96,SAFE
2026-04-02 12:00:00,8.68,25.65,1.945,0.91,0.073,0.34,12.72,SAFE
2026-04-02 18:00:00,22.8,48.33,1.927,2.86,0.563,0.31,24.55,SAFE
2026-04-03 00:00:00,7.02,34.59,1.129,5.15,0.034,0.37,15.77,SAFE
2026-04-03 06:00:00,25.48,45.79,1.369,4.49,0.05,0.27,19.5,SAFE
2026-04-03 12:00:00,27.21,35.82,1.144,4.04,0.266,0.53,20.32,SAFE
2026-04-03 18:00:00,22.73,51.57,1.684,1.55,0.379,0.42,21.71,SAFE
2026-04-04 00:00:00,31.44,53.78,1.106,1.25,0.221,0.63,20.58,SAFE
2026-04-04 06:00:00,4.13,43.04,1.039,2.39,0.227,0.27,15.25,SAFE
2026-04-04 12:00:00,35.97,35.91,2.058,1.15,0.001,0.59,18.38,SAFE
2026-04-04 18:00:00,7.91,43.33,0.549,1.04,0.085,0.02,10.81,SAFE
2026-04-05 00:00:00,20.05,44.25,0.73,1.83,0.061,0.17,14.07,SAFE
2026-04-05 06:00:00,55.57,41.55,0.964,6.17,0.034,0.76,24.95,SAFE
2026-04-05 12:00:00,14.03,39.32,0.307,1.17,0.192,0.37,12.89,SAFE
2026-04-05 18:00:00,18.82,43.58,0.0,0.0,0.0,0.32,10.08,SAFE
2026-04-06 00:00:00,7.95,41.44,1.454,2.15,0.007,0.41,14.6,SAFE
2026-04-06 06:00:00,55.22,53.91,3.06,2.71,0.196,0.81,30.36,SAFE
2026-04-06 12:00:00,8.7,39.82,1.954,1.5,0.068,0.13,14.61,SAFE
2026-04-06 18:00:00,28.84,54.54,0.181,2.31,0.255,0.5,18.96,SAFE
2026-04-07 00:00:00,41.47,56.85,2.054,2.66,0.27,0.74,26.98,SAFE
2026-04-07 06:00:00,30.71,24.76,2.348,3.72,0.319,0.63,22.68,SAFE
2026-04-07 12:00:00,23.72,40.37,0.907,0.0,0.288,0.82,17.25,SAFE
2026-04-07 18:00:00,19.83,40.19,1.228,1.22,0.327,0.32,17.25,SAFE
2026-04-08 00:00:00,6.07,24.68,0.0,2.33,0.162,0.26,9.38,SAFE
2026-04-08 06:00:00,53.66,52.83,1.953,2.76,0.294,0.92,28.66,SAFE
2026-04-08 12:00:00,22.38,50.9,0.458,0.0,0.256,0.46,15.88,SAFE
2026-04-08 18:00:00,18.83,33.42,1.279,2.94,0.205,0.34,16.81,SAFE
2026-04-09 00:00:00,7.36,39.71,0.0,3.05,0.117,0.01,11.13,SAFE
2026-04-09 06:00:00,19.5,34.83,1.531,1.91,0.149,0.34,16.17,SAFE
2026-04-09 12:00:00,17.98,36.05,1.841,0.0,0.088,0.22,13.97,SAFE
2026-04-09 18:00:00,55.57,63.12,1.252,4.84,0.312,0.56,29.59,SAFE
2026-04-10 00:00:00,18.82,37.23,0.343,0.0,0.176,0.28,11.62,SAFE
2026-04-10 06:00:00,19.28,44.4,0.0,2.43,0.109,0.24,13.5,SAFE
2026-04-10 12:00:00,7.44,24.28,0.747,0.04,0.085,0.39,8.81,SAFE
2026-04-10 18:00:00,10.22,51.31,0.577,0.0,0.025,0.43,12.28,SAFE
2026-04-11 00:00:00,26.56,47.72,0.192,1.67,0.321,0.36,17.16,SAFE
2026-04-11 06:00:00,3.35,34.79,1.177,0.89,0.166,0.19,11.86,SAFE
2026-04-11 12:00:00,35.84,50.5,1.13,1.83,0.118,0.3,19.0,SAFE
2026-04-11 18:00:00,36.48,36.81,0.704,3.71,0.32,0.55,20.81,SAFE
2026-04-12 00:00:00,9.34,46.27,0.58,0.8,0.101,0.38,12.81,SAFE
2026-04-12 06:00:00,23.78,40.34,1.978,3.66,0.029,0.63,20.29,SAFE
2026-04-12 12:00:00,42.36,47.13,1.984,3.54,0.357,0.58,26.61,SAFE
2026-04-12 18:00:00,16.92,36.97,1.014,0.8,0.119,0.59,14.41,SAFE
2026-04-13 00:00:00,14.64,35.62,1.497,0.43,0.13,0.1,13.04,SAFE
2026-04-13 06:00:00,16.04,45.0,0.276,0.0,0.187,0.17,11.94,SAFE
2026-04-13 12:00:00,22.34,43.94,1.225,2.55,0.332,0.6,20.55,SAFE
2026-04-13 18:00:00,11.33,43.19,1.107,1.03,0.175,0.64,15.84,SAFE
2026-04-14 00:00:00,13.7,39.32,0.718,0.0,0.033,0.45,11.44,SAFE
2026-04-14 06:00:00,22.65,45.84,1.513,1.33,0.261,0.46,19.17,SAFE
2026-04-14 12:00:00,12.83,36.17,0.485,0.29,0.117,0.0,9.71,SAFE
2026-04-14 18:00:00,6.87,52.81,1.28,3.71,0.39,0.0,19.59,SAFE
2026-04-15 00:00:00,3.03,25.0,1.241,0.0,0.156,0.26,9.76,SAFE
2026-04-15 06:00:00,19.09,49.94,0.0,0.0,0.0,0.36,11.24,SAFE
2026-04-15 12:00:00,40.66,57.58,2.365,4.7,0.274,0.49,28.9,SAFE
2026-04-15 18:00:00,24.62,36.91,0.0,4.27,0.433,0.51,19.11,SAFE
2026-04-16 00:00:00,84.46,72.0,3.977,7.58,0.8,1.77,53.52,WARNING
2026-04-16 06:00:00,101.15,57.88,5.656,12.08,0.977,2.3,65.95,WARNING
2026-04-16 12:00:00,90.12,69.68,3.102,14.04,0.737,2.78,61.32,WARNING
2026-04-16 18:00:00,130.43,66.49,4.117,9.35,0.94,2.91,66.24,WARNING
2026-04-17 00:00:00,151.94,63.62,4.834,11.76,0.7,2.83,70.0,WARNING
2026-04-17 06:00:00,123.66,74.06,5.2,11.0,0.765,1.94,65.49,WARNING
2026-04-17 12:00:00,90.31,58.73,3.116,17.12,0.67,1.9,58.85,WARNING
2026-04-17 18:00:00,169.74,94.63,5.687,14.34,0.922,2.43,81.08,CRITICAL
2026-04-18 00:00:00,86.51,64.04,3.612,10.23,0.507,2.98,55.93,WARNING
2026-04-18 06:00:00,91.39,57.31,3.62,12.93,0.967,2.69,61.76,WARNING
2026-04-18 12:00:00,117.06,72.39,5.976,20.08,0.772,1.96,75.49,CRITICAL
2026-04-18 18:00:00,94.26,59.76,5.486,14.64,0.849,1.9,64.7,WARNING
2026-04-19 00:00:00,84.55,66.05,6.771,16.73,0.722,2.31,70.01,CRITICAL
2026-04-19 06:00:00,101.55,67.68,4.73,16.36,0.71,2.33,66.86,WARNING
2026-04-19 12:00:00,85.18,63.03,2.242,12.3,0.461,2.06,50.34,WARNING
2026-04-19 18:00:00,106.85,43.51,3.681,13.92,0.81,2.61,60.9,WARNING
2026-04-20 00:00:00,66.05,46.68,3.011,14.24,0.65,2.56,53.15,WARNING
2026-04-20 06:00:00,89.76,42.05,3.96,12.83,0.916,1.8,56.18,WARNING
2026-04-20 12:00:00,99.57,55.88,2.55,11.61,0.517,2.23,52.36,WARNING
2026-04-20 18:00:00,121.85,64.57,5.83,13.21,0.578,2.5,67.85,WARNING
2026-04-21 00:00:00,59.86,46.96,3.848,11.37,0.664,1.58,48.07,WARNING
2026-04-21 06:00:00,114.0,35.4,2.861,10.33,0.73,2.8,54.85,WARNING
2026-04-21 12:00:00,93.86,43.16,4.785,13.5,0.594,1.5,55.23,WARNING
2026-04-21 18:00:00,101.23,67.33,3.705,11.41,0.663,2.88,60.84,WARNING
2026-04-22 00:00:00,82.74,45.03,4.594,15.24,0.829,2.74,62.37,WARNING
2026-04-22 06:00:00,59.16,56.36,3.722,12.26,0.686,2.67,54.28,WARNING
2026-04-22 12:00:00,116.22,50.65,4.3,15.18,0.547,2.49,62.85,WARNING
2026-04-22 18:00:00,72.62,72.4,2.552,13.12,0.596,1.73,51.88,WARNING
2026-04-23 00:00:00,80.76,50.53,4.265,15.94,0.721,2.8,62.0,WARNING
2026-04-23 06:00:00,97.18,59.57,2.457,13.72,0.736,2.47,57.59,WARNING
2026-04-23 12:00:00,85.75,67.71,2.954,15.38,0.726,2.01,58.42,WARNING
2026-04-23 18:00:00,80.66,65.08,4.468,12.46,0.733,2.84,61.45,WARNING
2026-04-24 00:00:00,78.17,53.73,3.423,12.46,0.734,1.8,52.93,WARNING
2026-04-24 06:00:00,76.01,47.02,5.019,12.0,0.733,2.28,56.98,WARNING
2026-04-24 12:00:00,70.94,48.46,5.834,9.89,0.624,2.35,55.66,WARNING
2026-04-24 18:00:00,15.75,43.61,1.255,1.18,0.272,0.52,17.49,SAFE
2026-04-25 00:00:00,19.64,40.55,0.0,2.79,0.154,0.79,15.81,SAFE
2026-04-25 06:00:00,10.16,35.49,0.525,0.27,0.0,0.45,9.87,SAFE
2026-04-25 12:00:00,27.33,54.02,1.443,1.75,0.0,0.79,19.84,SAFE
2026-04-25 18:00:00,35.67,45.61,0.725,2.92,0.099,0.48,18.81,SAFE
2026-04-26 00:00:00,45.97,65.81,2.263,4.79,0.306,0.79,32.1,SAFE
2026-04-26 06:00:00,44.18,49.77,0.753,2.3,0.252,0.56,21.79,SAFE
2026-04-26 12:00:00,14.65,52.19,0.863,0.0,0.201,0.33,15.09,SAFE
2026-04-26 18:00:00,20.34,44.01,0.756,0.0,0.425,0.58,17.47,SAFE
2026-04-27 00:00:00,16.49,47.02,1.212,0.0,0.031,0.42,14.01,SAFE
2026-04-27 06:00:00,16.44,35.19,0.648,0.0,0.18,0.14,11.29,SAFE
2026-04-27 12:00:00,15.67,34.04,0.892,1.55,0.218,0.15,13.59,SAFE
2026-04-27 18:00:00,18.75,44.22,0.972,0.15,0.099,0.18,13.21,SAFE
2026-04-28 00:00:00,39.54,54.57,0.998,1.92,0.232,0.76,22.73,SAFE
2026-04-28 06:00:00,23.22,42.71,1.558,1.0,0.004,0.85,17.44,SAFE
2026-04-28 12:00:00,6.94,28.22,1.092,0.69,0.333,0.53,13.83,SAFE
2026-04-28 18:00:00,34.69,36.58,1.362,4.72,0.138,0.27,20.35,SAFE
2026-04-29 00:00:00,21.71,31.96,0.889,3.08,0.437,0.72,19.87,SAFE
2026-04-29 06:00:00,26.21,31.01,1.829,2.33,0.199,0.68,19.38,SAFE
2026-04-29 12:00:00,22.91,43.1,1.047,1.45,0.319,0.2,17.33,SAFE
2026-04-29 18:00:00,23.64,50.44,1.011,1.53,0.191,0.43,18.1,SAFE
2026-04-30 00:00:00,24.4,42.71,1.313,2.71,0.195,0.69,19.99,SAFE
2026-04-30 06:00:00,3.63,20.34,2.053,2.06,0.087,0.34,12.85,SAFE
2026-04-30 12:00:00,25.98,41.98,0.329,0.94,0.216,0.28,14.5,SAFE
2026-04-30 18:00:00,10.53,37.23,1.528,1.58,0.209,0.44,16.03,SAFE
2026-05-01 00:00:00,12.8,53.77,0.0,0.0,0.081,0.0,10.48,SAFE
2026-05-01 06:00:00,18.64,30.76,1.288,2.25,0.172,0.38,15.57,SAFE
2026-05-01 12:00:00,50.62,48.46,2.814,4.67,0.178,1.01,30.88,SAFE
2026-05-01 18:00:00,8.05,49.52,1.287,0.98,0.442,0.3,18.18,SAFE
2026-05-02 00:00:00,18.18,43.97,1.247,4.63,0.176,0.33,19.61,SAFE
2026-05-02 06:00:00,15.38,43.87,0.685,0.45,0.366,0.54,16.37,SAFE
2026-05-02 12:00:00,34.36,46.8,1.44,3.04,0.195,0.79,22.87,SAFE
2026-05-02 18:00:00,15.06,42.13,0.895,1.7,0.211,0.62,16.56,SAFE
2026-05-03 00:00:00,21.88,47.45,0.644,1.94,0.035,0.62,16.08,SAFE
2026-05-03 06:00:00,8.07,31.92,0.742,1.23,0.112,0.49,11.85,SAFE
2026-05-03 12:00:00,38.19,53.37,1.626,3.07,0.252,0.79,25.4,SAFE
2026-05-03 18:00:00,5.23,27.06,0.357,2.53,0.351,0.31,12.81,SAFE
2026-05-04 00:00:00,25.74,45.54,0.699,4.35,0.228,0.52,20.4,SAFE
2026-05-04 06:00:00,21.98,43.29,0.243,2.1,0.36,0.42,17.12,SAFE
2026-05-04 12:00:00,24.26,38.45,1.51,3.44,0.275,0.27,19.79,SAFE
2026-05-04 18:00:00,5.3,36.54,1.277,0.21,0.356,0.09,13.45,SAFE
2026-05-05 00:00:00,14.83,35.39,1.229,2.89,0.173,0.33,16.08,SAFE
2026-05-05 06:00:00,33.27,38.14,2.074,1.52,0.503,0.64,24.03,SAFE
2026-05-05 12:00:00,55.48,50.28,1.86,5.41,0.203,1.13,30.78,SAFE
2026-05-05 18:00:00,17.21,32.78,1.384,5.18,0.092,0.4,18.12,SAFE
